Entity,Code,Year,Oil Consumption - EJ
Asia Pacific,,1993,9199.422254708195
Asia Pacific,,1994,9743.608002759418
Asia Pacific,,1995,10339.716330485644
Asia Pacific,,1996,10842.471604887289
Asia Pacific,,1997,11367.997553498824
Asia Pacific,,1998,11111.127119553306
Asia Pacific,,1999,11630.269644962884
Asia Pacific,,2000,11970.247188841702
Asia Pacific,,2001,12044.971656477172
Asia Pacific,,2002,12432.107580635608
Asia Pacific,,2003,12948.00836480196
Asia Pacific,,2004,13668.191646033349
Asia Pacific,,2005,13777.957094494108
Asia Pacific,,2006,14100.552600080056
Asia Pacific,,2007,14570.980577299999
Asia Pacific,,2008,14508.831432200277
Asia Pacific,,2009,14626.580941114225
Asia Pacific,,2010,15547.92933044135
Asia Pacific,,2011,16041.566944508679
Asia Pacific,,2012,16715.747331004888
Asia Pacific,,2013,16992.07482037276
Asia Pacific,,2014,17257.417389585728
Asia Pacific,,2015,17917.212583456574
Asia Pacific,,2016,18579.01114065669
Asia Pacific,,2017,19117.89226546966
Asia Pacific,,2018,19518.7125516353
Asia Pacific,,2019,19872.05552721915
Australia,AUS,1965,181.117628782876
Australia,AUS,1966,214.04772318248604
Australia,AUS,1967,234.38795417688002
Australia,AUS,1968,255.285192005768
Australia,AUS,1969,262.448333847388
Australia,AUS,1970,290.195653823004
Australia,AUS,1971,305.544809157874
Australia,AUS,1972,311.03360438224
Australia,AUS,1973,331.89321968103
Australia,AUS,1974,351.73544472146403
Australia,AUS,1975,348.10479792806
Australia,AUS,1976,355.821769934966
Australia,AUS,1977,372.601055580606
Australia,AUS,1978,375.31431643134346
Australia,AUS,1979,381.8078709218274
Australia,AUS,1980,366.18538942937164
Australia,AUS,1981,354.3436095123914
Australia,AUS,1982,355.977088125526
Australia,AUS,1983,349.82398877449765
Australia,AUS,1984,366.46642482117755
Australia,AUS,1985,350.073115018993
Australia,AUS,1986,358.28339409247764
Australia,AUS,1987,365.1050280740111
Australia,AUS,1988,382.42795163878327
Australia,AUS,1989,396.1749006892643
Australia,AUS,1990,401.94169769760094
Australia,AUS,1991,390.8269207392254
Australia,AUS,1992,392.55474942099283
Australia,AUS,1993,412.48608666644145
Australia,AUS,1994,428.14258522593866
Australia,AUS,1995,441.5618894925179
Australia,AUS,1996,448.45423361020823
Australia,AUS,1997,456.5350067433577
Australia,AUS,1998,455.97367288377984
Australia,AUS,1999,470.14771570631336
Australia,AUS,2000,467.6583822988538
Australia,AUS,2001,470.64739908847366
Australia,AUS,2002,469.10127260464844
Australia,AUS,2003,468.7945934075386
Australia,AUS,2004,482.0796601451224
Australia,AUS,2005,478.91341830430315
Australia,AUS,2006,518.0949804102972
Australia,AUS,2007,511.9473084456885
Australia,AUS,2008,512.5999355000786
Australia,AUS,2009,509.56913682723615
Australia,AUS,2010,505.0243205722666
Australia,AUS,2011,537.8399339962502
Australia,AUS,2012,558.692422933478
Australia,AUS,2013,568.7759128554442
Australia,AUS,2014,574.8425943876771
Australia,AUS,2015,554.5158451875851
Australia,AUS,2016,559.0805854921579
Australia,AUS,2017,584.6255658141147
Australia,AUS,2018,599.7519818289184
Australia,AUS,2019,595.1996451665602
Austria,AUT,1965,65.297526960202
Austria,AUT,1966,71.78891576442001
Austria,AUT,1967,76.54817318293401
Austria,AUT,1968,88.46613799507601
Austria,AUT,1969,97.22607222524
Austria,AUT,1970,107.04373202380602
Austria,AUT,1971,119.60712179673202
Austria,AUT,1972,129.12297746496603
Austria,AUT,1973,139.92792305336002
Austria,AUT,1974,125.227779071032
Austria,AUT,1975,126.55935930296201
Austria,AUT,1976,137.411440762398
Austria,AUT,1977,131.586645824788
Austria,AUT,1978,141.569810200202
Austria,AUT,1979,147.408878760342
Austria,AUT,1980,143.887563998848
Austria,AUT,1981,130.630990338042
Austria,AUT,1982,123.900890231744
Austria,AUT,1983,120.079880508272
Austria,AUT,1984,116.79855816099399
Austria,AUT,1985,116.98601775540601
Austria,AUT,1986,123.21839774130602
Austria,AUT,1987,126.86044648827601
Austria,AUT,1988,125.97807244904399
Austria,AUT,1989,124.22230493332002
Austria,AUT,1990,129.19033650297513
Austria,AUT,1991,139.45559735464946
Austria,AUT,1992,135.8036186512833
Austria,AUT,1993,136.9229112139344
Austria,AUT,1994,135.7438695272526
Austria,AUT,1995,135.42992977339105
Austria,AUT,1996,140.1043430171503
Austria,AUT,1997,142.2990302292048
Austria,AUT,1998,147.73623252604816
Austria,AUT,1999,145.19360760460538
Austria,AUT,2000,142.1625557002722
Austria,AUT,2001,154.26228978299005
Austria,AUT,2002,157.5170103073494
Austria,AUT,2003,170.4443198468035
Austria,AUT,2004,165.87064353722144
Austria,AUT,2005,165.19445686679725
Austria,AUT,2006,165.07320213320716
Austria,AUT,2007,155.28924854030834
Austria,AUT,2008,153.77624927367768
Austria,AUT,2009,146.02234390736055
Austria,AUT,2010,152.45294567462398
Austria,AUT,2011,142.31547829517794
Austria,AUT,2012,142.2418925730161
Austria,AUT,2013,146.775517000353
Austria,AUT,2014,140.7905323943914
Austria,AUT,2015,140.201522973562
Austria,AUT,2016,145.08451596853715
Austria,AUT,2017,147.14737903870963
Austria,AUT,2018,149.145711806097
Austria,AUT,2019,152.25065597833373
Azerbaijan,AZE,1985,97.18562546096179
Azerbaijan,AZE,1986,101.817452198723
Azerbaijan,AZE,1987,95.8269850961751
Azerbaijan,AZE,1988,98.1433293578843
Azerbaijan,AZE,1989,95.70129198696458
Azerbaijan,AZE,1990,100.39490871783634
Azerbaijan,AZE,1991,96.80120532655593
Azerbaijan,AZE,1992,94.31954503702705
Azerbaijan,AZE,1993,94.05548263366649
Azerbaijan,AZE,1994,86.15909286052248
Azerbaijan,AZE,1995,77.67726176009748
Azerbaijan,AZE,1996,69.77207833342663
Azerbaijan,AZE,1997,66.40273772693547
Azerbaijan,AZE,1998,69.87354937892117
Azerbaijan,AZE,1999,66.98874609321234
Azerbaijan,AZE,2000,74.2663646742606
Azerbaijan,AZE,2001,47.270378663156286
Azerbaijan,AZE,2002,43.51950092668401
Azerbaijan,AZE,2003,50.599734646422
Azerbaijan,AZE,2004,54.573147547372
Azerbaijan,AZE,2005,63.79856242769801
Azerbaijan,AZE,2006,57.11262566784176
Azerbaijan,AZE,2007,53.85490258944317
Azerbaijan,AZE,2008,43.055730555668006
Azerbaijan,AZE,2009,40.150078147814604
Azerbaijan,AZE,2010,39.6364868758308
Azerbaijan,AZE,2011,48.5816117263694
Azerbaijan,AZE,2012,50.81024867594421
Azerbaijan,AZE,2013,55.304185493313014
Azerbaijan,AZE,2014,54.29420223890788
Azerbaijan,AZE,2015,55.10194650832556
Azerbaijan,AZE,2016,54.73502207300097
Azerbaijan,AZE,2017,55.22215185082892
Azerbaijan,AZE,2018,57.87646406897394
Azerbaijan,AZE,2019,59.722023107861375
Bangladesh,BGD,1971,8.1352981749
Bangladesh,BGD,1972,9.919025712992001
Bangladesh,BGD,1973,11.208113966484001
Bangladesh,BGD,1974,11.659573772096001
Bangladesh,BGD,1975,13.631805905436
Bangladesh,BGD,1976,14.748887076877999
Bangladesh,BGD,1977,14.522817729356003
Bangladesh,BGD,1978,15.460133756986002
Bangladesh,BGD,1979,17.112350356536002
Bangladesh,BGD,1980,19.291018210580003
Bangladesh,BGD,1981,19.892957303242003
Bangladesh,BGD,1982,19.621337641502002
Bangladesh,BGD,1983,17.547508760218
Bangladesh,BGD,1984,17.682066923420003
Bangladesh,BGD,1985,19.738780791012
Bangladesh,BGD,1986,21.275504242612
Bangladesh,BGD,1987,20.945502311944
Bangladesh,BGD,1988,20.984278454076
Bangladesh,BGD,1989,22.941971686896004
Bangladesh,BGD,1990,22.227840560036004
Bangladesh,BGD,1991,20.622877331622
Bangladesh,BGD,1992,23.004281181188002
Bangladesh,BGD,1993,25.769188670890003
Bangladesh,BGD,1994,26.856852318798
Bangladesh,BGD,1995,34.85351371612201
Bangladesh,BGD,1996,35.606511262964005
Bangladesh,BGD,1997,40.87697020155
Bangladesh,BGD,1998,45.055789377936
Bangladesh,BGD,1999,40.18388131374601
Bangladesh,BGD,2000,39.487755479068
Bangladesh,BGD,2001,47.16677245561
Bangladesh,BGD,2002,47.36445086514149
Bangladesh,BGD,2003,49.096464235195526
Bangladesh,BGD,2004,46.32945956826023
Bangladesh,BGD,2005,46.62289291856227
Bangladesh,BGD,2006,47.122998703091035
Bangladesh,BGD,2007,44.55950411396366
Bangladesh,BGD,2008,45.272667948383166
Bangladesh,BGD,2009,42.331553666604734
Bangladesh,BGD,2010,47.16093026204736
Bangladesh,BGD,2011,60.94245604531472
Bangladesh,BGD,2012,65.0385208363306
Bangladesh,BGD,2013,63.67345256288797
Bangladesh,BGD,2014,71.49227195107653
Bangladesh,BGD,2015,75.66564609554179
Bangladesh,BGD,2016,82.81029033292788
Bangladesh,BGD,2017,92.72559235988092
Bangladesh,BGD,2018,106.03474622289717
Bangladesh,BGD,2019,101.62147984067718
Belarus,BLR,1985,296.3405868422521
Belarus,BLR,1986,350.11890418147425
Belarus,BLR,1987,346.30652130819544
Belarus,BLR,1988,335.46941749522483
Belarus,BLR,1989,314.12715837260623
Belarus,BLR,1990,290.4782177794495
Belarus,BLR,1991,280.89323961249806
Belarus,BLR,1992,239.29223365585602
Belarus,BLR,1993,170.546913104088
Belarus,BLR,1994,138.37866820284603
Belarus,BLR,1995,125.559117669436
Belarus,BLR,1996,123.46919377527603
Belarus,BLR,1997,107.86038739935199
Belarus,BLR,1998,102.09348861917
Belarus,BLR,1999,93.609464331956
Belarus,BLR,2000,91.81588039709
Belarus,BLR,2001,89.509517163112
Belarus,BLR,2002,93.03183553652
Belarus,BLR,2003,94.971452088212
Belarus,BLR,2004,94.816107519492
Belarus,BLR,2005,88.345184009424
Belarus,BLR,2006,103.07592857178801
Belarus,BLR,2007,94.19581896770602
Belarus,BLR,2008,93.405373057572
Belarus,BLR,2009,107.992238615944
Belarus,BLR,2010,87.09072161696601
Belarus,BLR,2011,98.94242082054001
Belarus,BLR,2012,121.05647240065602
Belarus,BLR,2013,83.416441455322
Belarus,BLR,2014,94.31353140604921
Belarus,BLR,2015,80.53247954501072
Belarus,BLR,2016,79.17642514400444
Belarus,BLR,2017,79.21244845709917
Belarus,BLR,2018,85.95562971867128
Belarus,BLR,2019,88.31176673612467
Belgium,BEL,1965,188.46491021625204
Belgium,BEL,1966,192.26047075269798
Belgium,BEL,1967,212.03181101420202
Belgium,BEL,1968,246.15941192737205
Belgium,BEL,1969,284.007186372234
Belgium,BEL,1970,309.81589646363005
Belgium,BEL,1971,317.50669483848606
Belgium,BEL,1972,343.472749222424
Belgium,BEL,1973,360.634587396328
Belgium,BEL,1974,317.68426942499
Belgium,BEL,1975,301.48997119178404
Belgium,BEL,1976,314.48273325265205
Belgium,BEL,1977,309.309978281118
Belgium,BEL,1978,330.050785707084
Belgium,BEL,1979,328.0176107472121
Belgium,BEL,1980,303.17292309370004
Belgium,BEL,1981,277.88117619365204
Belgium,BEL,1982,263.125104111026
Belgium,BEL,1983,238.755697393294
Belgium,BEL,1984,231.012265920776
Belgium,BEL,1985,234.47906536088
Belgium,BEL,1986,264.944425288704
Belgium,BEL,1987,266.848613756498
Belgium,BEL,1988,275.22731379278605
Belgium,BEL,1989,270.305769855554
Belgium,BEL,1990,287.7620773574888
Belgium,BEL,1991,308.06493047769726
Belgium,BEL,1992,313.1130230294597
Belgium,BEL,1993,308.0696214889528
Belgium,BEL,1994,336.8199547856066
Belgium,BEL,1995,333.38166651078376
Belgium,BEL,1996,361.47747782372875
Belgium,BEL,1997,369.66399379530014
Belgium,BEL,1998,375.1416764754095
Belgium,BEL,1999,362.3731121681134
Belgium,BEL,2000,371.54880323539373
Belgium,BEL,2001,377.3331138386968
Belgium,BEL,2002,379.2853328395263
Belgium,BEL,2003,400.04163743972333
Belgium,BEL,2004,404.5347618533506
Belgium,BEL,2005,402.2919191323307
Belgium,BEL,2006,400.85050065104684
Belgium,BEL,2007,404.49742887583983
Belgium,BEL,2008,425.0107581111539
Belgium,BEL,2009,382.9639177805614
Belgium,BEL,2010,396.3925847212308
Belgium,BEL,2011,370.0212631111793
Belgium,BEL,2012,357.948920040182
Belgium,BEL,2013,367.41439261899563
Belgium,BEL,2014,362.3990354870936
Belgium,BEL,2015,373.96001905228985
Belgium,BEL,2016,380.0639054702006
Belgium,BEL,2017,386.8463006663291
Belgium,BEL,2018,394.9763080213492
Belgium,BEL,2019,383.64529229040215
Brazil,BRA,1965,177.73071829557202
Brazil,BRA,1966,193.797754204746
Brazil,BRA,1967,199.991893604498
Brazil,BRA,1968,240.19634826803602
Brazil,BRA,1969,263.567922798614
Brazil,BRA,1970,298.21846413013606
Brazil,BRA,1971,328.59523787598005
Brazil,BRA,1972,377.97821154899407
Brazil,BRA,1973,465.33195532082203
Brazil,BRA,1974,501.84000508279405
Brazil,BRA,1975,518.04564499174
Brazil,BRA,1976,560.345443275996
Brazil,BRA,1977,573.120316273664
Brazil,BRA,1978,623.455639875224
Brazil,BRA,1979,655.139459111148
Brazil,BRA,1980,632.6506138978641
Brazil,BRA,1981,603.608641497638
Brazil,BRA,1982,611.871723108098
Brazil,BRA,1983,580.893422214366
Brazil,BRA,1984,587.997172619584
Brazil,BRA,1985,596.712876814364
Brazil,BRA,1986,658.9802382948801
Brazil,BRA,1987,678.0483357715681
Brazil,BRA,1988,689.9338972244541
Brazil,BRA,1989,695.1906786520981
Brazil,BRA,1990,686.570930645194
Brazil,BRA,1991,694.311397393118
Brazil,BRA,1992,748.60196693665
Brazil,BRA,1993,778.800516651026
Brazil,BRA,1994,831.3725589864041
Brazil,BRA,1995,867.7111533350342
Brazil,BRA,1996,923.04292037819
Brazil,BRA,1997,992.049173083148
Brazil,BRA,1998,1034.1351036963101
Brazil,BRA,1999,1049.917204377536
Brazil,BRA,2000,1033.7963731475481
Brazil,BRA,2001,1050.736951413175
Brazil,BRA,2002,1029.5870753528513
Brazil,BRA,2003,999.1253756000056
Brazil,BRA,2004,1032.5294307967563
Brazil,BRA,2005,1054.1659814018244
Brazil,BRA,2006,1074.5063453608277
Brazil,BRA,2007,1117.084620823329
Brazil,BRA,2008,1166.6760211248036
Brazil,BRA,2009,1156.1293136036609
Brazil,BRA,2010,1260.9081795063146
Brazil,BRA,2011,1340.5398568868943
Brazil,BRA,2012,1382.7488302061543
Brazil,BRA,2013,1462.304754085762
Brazil,BRA,2014,1507.0890391484115
Brazil,BRA,2015,1413.7631933750445
Brazil,BRA,2016,1341.947068740788
Brazil,BRA,2017,1361.1440632397018
Brazil,BRA,2018,1303.3402092539973
Brazil,BRA,2019,1314.0355011118238
Bulgaria,BGR,1965,43.71550719460001
Bulgaria,BGR,1966,49.87414823262001
Bulgaria,BGR,1967,62.72250017796001
Bulgaria,BGR,1968,74.33816780382001
Bulgaria,BGR,1969,91.27886191192
Bulgaria,BGR,1970,106.03932788695
Bulgaria,BGR,1971,116.62921580329801
Bulgaria,BGR,1972,121.284673138772
Bulgaria,BGR,1973,127.888243421624
Bulgaria,BGR,1974,132.98712444517
Bulgaria,BGR,1975,140.96101971317003
Bulgaria,BGR,1976,146.486551078036
Bulgaria,BGR,1977,152.286814329354
Bulgaria,BGR,1978,156.797976271614
Bulgaria,BGR,1979,161.56005897016604
Bulgaria,BGR,1980,165.02065284975
Bulgaria,BGR,1981,147.08596627979
Bulgaria,BGR,1982,142.5319890255
Bulgaria,BGR,1983,137.64613983904601
Bulgaria,BGR,1984,132.17904296537202
Bulgaria,BGR,1985,122.13942298923801
Bulgaria,BGR,1986,128.74708133091602
Bulgaria,BGR,1987,123.71205341400801
Bulgaria,BGR,1988,131.34597229891602
Bulgaria,BGR,1989,128.125561944812
Bulgaria,BGR,1990,117.76158468650019
Bulgaria,BGR,1991,79.6293577279494
Bulgaria,BGR,1992,70.7868547702527
Bulgaria,BGR,1993,76.22964581998345
Bulgaria,BGR,1994,72.11443058375525
Bulgaria,BGR,1995,73.80734183130956
Bulgaria,BGR,1996,68.98777853415923
Bulgaria,BGR,1997,53.866166993092186
Bulgaria,BGR,1998,57.147078051427535
Bulgaria,BGR,1999,52.35425005220653
Bulgaria,BGR,2000,50.54883358416563
Bulgaria,BGR,2001,54.05661687930057
Bulgaria,BGR,2002,54.83420145937469
Bulgaria,BGR,2003,56.86752000460683
Bulgaria,BGR,2004,55.56706305444656
Bulgaria,BGR,2005,60.65358925213065
Bulgaria,BGR,2006,62.5083942560743
Bulgaria,BGR,2007,61.29903941503758
Bulgaria,BGR,2008,59.02372846697556
Bulgaria,BGR,2009,54.00219582068543
Bulgaria,BGR,2010,48.15042979033608
Bulgaria,BGR,2011,45.94008246112935
Bulgaria,BGR,2012,47.94922730483643
Bulgaria,BGR,2013,44.30228889290221
Bulgaria,BGR,2014,47.19298179491329
Bulgaria,BGR,2015,53.270186622169376
Bulgaria,BGR,2016,53.54857121720659
Bulgaria,BGR,2017,55.849796753719154
Bulgaria,BGR,2018,55.844291193199446
Bulgaria,BGR,2019,59.16273383912476
CIS,,1965,1994.8511572597104
CIS,,1966,2136.2491135543405
CIS,,1967,2327.545480261025
CIS,,1968,2481.1180538710446
CIS,,1969,2638.3810883142514
CIS,,1970,2904.443812965803
CIS,,1971,3079.172448491711
CIS,,1972,3339.6637290431245
CIS,,1973,3590.4012641101026
CIS,,1974,3944.173780013777
CIS,,1975,4134.599658589497
CIS,,1976,4248.624015586772
CIS,,1977,4418.75319157542
CIS,,1978,4689.10915849841
CIS,,1979,4771.347387864885
CIS,,1980,5001.70573066119
CIS,,1981,5045.314895159076
CIS,,1982,5008.482463999739
CIS,,1983,4935.322227128207
CIS,,1984,4936.033554305519
CIS,,1985,3946.8855551908628
CIS,,1986,3997.4483448645624
CIS,,1987,3995.0642232979885
CIS,,1988,3995.1260469795584
CIS,,1989,4015.788619373132
CIS,,1990,3970.331971624203
CIS,,1991,3854.8100866386026
CIS,,1992,3612.109923040044
CIS,,1993,2969.639851265536
CIS,,1994,2572.5625020099355
CIS,,1995,2268.697212859016
CIS,,1996,1992.1928153380777
CIS,,1997,1964.9714415248375
CIS,,1998,1886.059297549898
CIS,,1999,1891.425425458519
CIS,,2000,1873.2735931083566
CIS,,2001,1882.9392754509265
CIS,,2002,1837.1320903872356
CIS,,2003,1923.6855331461566
CIS,,2004,1915.0447765635404
CIS,,2005,1902.4216538643057
CIS,,2006,1985.8708143472975
CIS,,2007,1986.1062644646931
CIS,,2008,2030.0782516385382
CIS,,2009,1949.3858188748495
CIS,,2010,1995.7821271287105
CIS,,2011,2143.636532984188
CIS,,2012,2200.9182674501476
CIS,,2013,2175.6559998796743
CIS,,2014,2278.6353583038003
CIS,,2015,2188.098630749193
CIS,,2016,2238.5714766582155
CIS,,2017,2217.35579241179
CIS,,2018,2290.2141532885157
CIS,,2019,2325.658597871626
Canada,CAN,1965,642.8184781432601
Canada,CAN,1966,677.262764587556
Canada,CAN,1967,723.106765707172
Canada,CAN,1968,769.7937111122542
Canada,CAN,1969,801.545953458472
Canada,CAN,1970,854.800938562426
Canada,CAN,1971,877.851095058092
Canada,CAN,1972,924.3336083551841
Canada,CAN,1973,975.5554946104381
Canada,CAN,1974,992.0558728107301
Canada,CAN,1975,971.3536273600581
Canada,CAN,1976,1024.792205110886
Canada,CAN,1977,1034.232397385256
Canada,CAN,1978,1055.0050223366761
Canada,CAN,1979,1098.5715783010041
Canada,CAN,1980,1081.626854467458
Canada,CAN,1981,1012.0377818518001
Canada,CAN,1982,907.20509381905
Canada,CAN,1983,849.7842487157442
Canada,CAN,1984,859.2284223821881
Canada,CAN,1985,860.325209648506
Canada,CAN,1986,861.68872268376
Canada,CAN,1987,895.1127424785101
Canada,CAN,1988,941.545844624962
Canada,CAN,1989,976.9865335330461
Canada,CAN,1990,962.9822087184841
Canada,CAN,1991,909.364958602496
Canada,CAN,1992,927.3286343623141
Canada,CAN,1993,930.843051340512
Canada,CAN,1994,947.0138417771341
Canada,CAN,1995,983.6742998443772
Canada,CAN,1996,1011.0182111921996
Canada,CAN,1997,1050.1973138285819
Canada,CAN,1998,1071.7680693566224
Canada,CAN,1999,1092.6473979585357
Canada,CAN,2000,1092.5781193866242
Canada,CAN,2001,1108.4891244709402
Canada,CAN,2002,1139.4662952050014
Canada,CAN,2003,1178.9611895631558
Canada,CAN,2004,1221.4710986909474
Canada,CAN,2005,1210.716270199744
Canada,CAN,2006,1196.063572201462
Canada,CAN,2007,1231.7793506183755
Canada,CAN,2008,1216.4624107953139
Canada,CAN,2009,1146.2930013523537
